,ID,prediction
46,2019 X 7 X C1063 X AS27137,3.0020444224722542
47,2019 X 7 X C1063 X AS27138,4.309196779253304
48,2019 X 7 X C1063 X AS27133,31.561556529893746
49,2019 X 7 X C1011 X AS21126,4.212369040159452
50,2019 X 7 X C1011 X AS46000,6.536274808072296
51,2019 X 7 X C1011 X AS27134,17.199507401179584
52,2019 X 7 X C1011 X AS27132,4.67467154204944
53,2019 X 7 X C1011 X AS27000,15.214661178480853
54,2019 X 7 X C1011 X AS27139,3.5547981260779817
55,2019 X 7 X C1011 X AS27137,3.7773222980447656
56,2019 X 7 X C1011 X AS27138,16.373858962166707
57,2019 X 7 X C1011 X AS27133,60.65986480538254
58,2019 X 7 X C1010 X AS27134,9.919352945070116
59,2019 X 7 X C1010 X AS27132,5.506949603701793
60,2019 X 7 X C1010 X AS27000,23.071705865335115
61,2019 X 7 X C1010 X AS27137,7.567876902675626
62,2019 X 7 X C1010 X AS27138,6.203966341176235
63,2019 X 7 X C1010 X AS27133,50.16720758892952
64,2019 X 8 X C1026 X AS27134,10.500733979194836
65,2019 X 8 X C1026 X AS27132,11.951843086877718
66,2019 X 8 X C1026 X AS27000,56.83191474190933
67,2019 X 8 X C1026 X AS27137,5.151070906568073
68,2019 X 8 X C1026 X AS27138,6.3273561792184605
69,2019 X 8 X C1026 X AS27133,28.210044784236157
70,2019 X 8 X C1066 X AS27134,48.85756415737748
71,2019 X 8 X C1066 X AS27132,12.691108393572557
72,2019 X 8 X C1066 X AS27000,69.57197987633842
73,2019 X 8 X C1066 X AS27137,4.968452094651891
74,2019 X 8 X C1066 X AS27138,6.155649500614336
75,2019 X 8 X C1066 X AS27133,33.781887627556
76,2019 X 8 X C1010 X AS27134,10.624033774068074
77,2019 X 8 X C1010 X AS27132,5.961060243224242
78,2019 X 8 X C1010 X AS27000,25.21662163722047
79,2019 X 8 X C1010 X AS27137,8.307775450205817
80,2019 X 8 X C1010 X AS27138,7.017774940783903
81,2019 X 8 X C1010 X AS27133,60.60437530865303
82,2019 X 8 X C1063 X AS42018,2.875183853970869
83,2019 X 8 X C1063 X AS21126,2.1963454792394614
84,2019 X 8 X C1063 X AS46000,6.420810801368907
85,2019 X 8 X C1063 X AS17005,2.8180338481911935
86,2019 X 8 X C1063 X AS27134,8.252259778761697
87,2019 X 8 X C1063 X AS27132,3.1931320205972753
88,2019 X 8 X C1063 X AS27000,10.767534109571832
89,2019 X 8 X C1063 X AS27139,2.9747174479790495
90,2019 X 8 X C1063 X AS27137,2.987785257626678
91,2019 X 8 X C1063 X AS27138,4.632405124617227
92,2019 X 8 X C1063 X AS27133,40.361960600553815
93,2019 X 8 X C1011 X AS21126,4.70608994667659
94,2019 X 8 X C1011 X AS46000,7.987394310854288
95,2019 X 8 X C1011 X AS27134,21.023715363045252
96,2019 X 8 X C1011 X AS27132,5.211561057466497
97,2019 X 8 X C1011 X AS27000,16.144151703435472
98,2019 X 8 X C1011 X AS27139,3.9201459040980193
99,2019 X 8 X C1011 X AS27137,4.1858386849647236
100,2019 X 8 X C1011 X AS27138,20.68148184012724
101,2019 X 8 X C1011 X AS27133,74.28080556212709
102,2019 X 9 X C1011 X AS21126,4.70608994667659
103,2019 X 9 X C1011 X AS46000,7.987394310854288
104,2019 X 9 X C1011 X AS27134,21.023715363045252
105,2019 X 9 X C1011 X AS27132,5.211561057466497
106,2019 X 9 X C1011 X AS27000,16.144151703435472
107,2019 X 9 X C1011 X AS27139,3.9201459040980193
108,2019 X 9 X C1011 X AS27137,4.1858386849647236
109,2019 X 9 X C1011 X AS27138,20.68148184012724
110,2019 X 9 X C1011 X AS27133,74.28080556212709
111,2019 X 9 X C1026 X AS27134,10.500733979194836
112,2019 X 9 X C1026 X AS27132,11.951843086877718
113,2019 X 9 X C1026 X AS27000,56.83191474190933
114,2019 X 9 X C1026 X AS27137,5.151070906568073
115,2019 X 9 X C1026 X AS27138,6.3273561792184605
116,2019 X 9 X C1026 X AS27133,28.210044784236157
117,2019 X 9 X C1063 X AS21126,2.1963454792394614
118,2019 X 9 X C1063 X AS42018,2.875183853970869
119,2019 X 9 X C1063 X AS46000,6.420810801368907
120,2019 X 9 X C1063 X AS17005,2.8180338481911935
121,2019 X 9 X C1063 X AS27134,8.252259778761697
122,2019 X 9 X C1063 X AS27132,3.1931320205972753
123,2019 X 9 X C1063 X AS27000,10.767534109571832
124,2019 X 9 X C1063 X AS27139,2.9747174479790495
125,2019 X 9 X C1063 X AS27137,2.987785257626678
126,2019 X 9 X C1063 X AS27138,4.632405124617227
127,2019 X 9 X C1063 X AS27133,40.361960600553815
128,2019 X 9 X C1066 X AS27134,48.85756415737748
129,2019 X 9 X C1066 X AS27132,12.691108393572557
130,2019 X 9 X C1066 X AS27000,69.57197987633842
131,2019 X 9 X C1066 X AS27137,4.968452094651891
132,2019 X 9 X C1066 X AS27138,6.155649500614336
133,2019 X 9 X C1066 X AS27133,33.781887627556
134,2019 X 9 X C1010 X AS27134,10.624033774068074
135,2019 X 9 X C1010 X AS27132,5.961060243224242
136,2019 X 9 X C1010 X AS27000,25.21662163722047
137,2019 X 9 X C1010 X AS27137,8.307775450205817
138,2019 X 9 X C1010 X AS27138,7.017774940783903
139,2019 X 9 X C1010 X AS27133,60.60437530865303
140,2019 X 7 X C1008 X AS42018,4.458691276388038
141,2019 X 7 X C1008 X AS21126,6.106915012147269
142,2019 X 7 X C1008 X AS27134,11.68693236428905
143,2019 X 7 X C1008 X AS27132,3.313237245271827
144,2019 X 7 X C1008 X AS27000,18.589617071331926
145,2019 X 7 X C1008 X AS27137,6.224525587754146
146,2019 X 7 X C1008 X AS27138,7.988167047242261
147,2019 X 7 X C1008 X AS27133,14.415074449901585
148,2019 X 8 X C1008 X AS27134,7.438715445665045
149,2019 X 8 X C1008 X AS27000,13.71944957000381
150,2019 X 8 X C1008 X AS27137,6.110006438726849
151,2019 X 8 X C1008 X AS27138,5.781904123560073
152,2019 X 8 X C1008 X AS27133,12.748404982018961
153,2019 X 9 X C1008 X AS27134,7.438715445665045
154,2019 X 9 X C1008 X AS27000,13.71944957000381
155,2019 X 9 X C1008 X AS27137,6.110006438726849
156,2019 X 9 X C1008 X AS27138,5.781904123560073
157,2019 X 9 X C1008 X AS27133,12.748404982018961
158,2019 X 7 X C1679 X AS46000,27.601595597850398
159,2019 X 7 X C1679 X AS27134,10.134119431385972
160,2019 X 7 X C1679 X AS27000,12.09087095326963
161,2019 X 7 X C1679 X AS27139,3.7591724575058993
162,2019 X 7 X C1679 X AS27138,6.989812545020841
163,2019 X 7 X C1679 X AS27133,19.749988190468557
164,2019 X 7 X C1082 X AS21126,8.447907731699171
165,2019 X 7 X C1082 X AS27134,36.63499687691955
166,2019 X 7 X C1082 X AS27132,5.496145199092968
167,2019 X 7 X C1082 X AS27000,30.559934764721632
168,2019 X 7 X C1082 X AS27137,7.626005724851982
169,2019 X 7 X C1082 X AS27138,8.341389705706163
170,2019 X 7 X C1082 X AS27133,58.119596326684395
171,2019 X 8 X C1082 X AS21126,9.06501928309296
172,2019 X 8 X C1082 X AS27134,26.377694874390166
173,2019 X 8 X C1082 X AS27132,5.467815488756438
174,2019 X 8 X C1082 X AS27000,28.711239090210114
175,2019 X 8 X C1082 X AS27137,7.617091977684602
176,2019 X 8 X C1082 X AS27138,7.544980493627171
177,2019 X 8 X C1082 X AS27133,55.33140368383087
178,2019 X 8 X C1679 X AS46000,27.099744037049327
179,2019 X 8 X C1679 X AS27134,9.188611120923069
180,2019 X 8 X C1679 X AS27000,11.504367110056759
181,2019 X 8 X C1679 X AS27139,3.7734316223514757
182,2019 X 8 X C1679 X AS27138,6.233628258218115
183,2019 X 8 X C1679 X AS27133,17.34193096823231
184,2019 X 9 X C1082 X AS21126,9.06501928309296
185,2019 X 9 X C1082 X AS27134,26.377694874390166
186,2019 X 9 X C1082 X AS27132,5.467815488756438
187,2019 X 9 X C1082 X AS27000,28.711239090210114
188,2019 X 9 X C1082 X AS27137,7.617091977684602
189,2019 X 9 X C1082 X AS27138,7.544980493627171
190,2019 X 9 X C1082 X AS27133,55.33140368383087
191,2019 X 9 X C1679 X AS46000,27.099744037049327
192,2019 X 9 X C1679 X AS27000,11.504367110056759
193,2019 X 9 X C1679 X AS27139,3.7734316223514757
194,2019 X 9 X C1679 X AS27138,6.233628258218115
195,2019 X 9 X C1679 X AS27133,17.34193096823231
196,2019 X 7 X C1106 X AS21126,3.768104658079576
197,2019 X 7 X C1106 X AS27134,14.65490169816597
198,2019 X 7 X C1106 X AS27132,6.694196935062463
199,2019 X 7 X C1106 X AS27000,13.315850749014201
200,2019 X 7 X C1106 X AS27138,7.047650805641063
201,2019 X 7 X C1106 X AS27133,12.661305639550854
202,2019 X 7 X C1681 X AS21126,3.7385768723919597
203,2019 X 7 X C1681 X AS17005,3.7641143802974675
204,2019 X 7 X C1681 X AS27134,35.93132870609465
205,2019 X 7 X C1681 X AS27132,7.016650541462249
206,2019 X 7 X C1681 X AS27000,22.078819911304166
207,2019 X 7 X C1681 X AS27137,5.772218365796572
208,2019 X 7 X C1681 X AS27138,21.55371311470038
209,2019 X 7 X C1681 X AS27133,39.5615381457766
210,2019 X 7 X C1062 X AS21126,4.816855638170626
211,2019 X 7 X C1062 X AS27134,62.74275690025409
212,2019 X 7 X C1062 X AS27132,19.39265227621012
213,2019 X 7 X C1062 X AS27000,126.6124974201361
214,2019 X 7 X C1062 X AS27139,4.827649889521355
215,2019 X 7 X C1062 X AS27137,12.92432325710716
216,2019 X 7 X C1062 X AS27138,23.589512510696423
217,2019 X 7 X C1062 X AS27133,24.25938163442798
218,2019 X 7 X C1034 X AS27134,21.7553576402344
219,2019 X 7 X C1034 X AS27132,8.624469423108724
220,2019 X 7 X C1034 X AS27000,40.493012963822544
221,2019 X 7 X C1034 X AS27138,15.92270729209778
222,2019 X 7 X C1034 X AS27133,41.59364001401485
223,2019 X 7 X C1413 X AS21126,3.278235019006704
224,2019 X 7 X C1413 X AS27134,9.81971308007278
225,2019 X 7 X C1413 X AS27132,5.640945384542775
226,2019 X 7 X C1413 X AS27000,15.011324891831897
227,2019 X 7 X C1413 X AS27138,6.847369095604478
228,2019 X 7 X C1413 X AS27133,20.800876688098064
229,2019 X 7 X C1054 X AS21126,4.6775540746993265
230,2019 X 7 X C1054 X AS27134,11.639904764756526
231,2019 X 7 X C1054 X AS27132,7.830764933714533
232,2019 X 7 X C1054 X AS27000,66.78041318444917
233,2019 X 7 X C1054 X AS27137,19.84237396809838
234,2019 X 7 X C1054 X AS27138,46.439257894596
235,2019 X 7 X C1054 X AS27133,44.77011212528905
236,2019 X 7 X C1014 X AS42018,4.256710219689182
237,2019 X 7 X C1014 X AS21126,2.68132764693015
238,2019 X 7 X C1014 X AS46000,4.577966593263982
239,2019 X 7 X C1014 X AS17005,3.0523627589116966
240,2019 X 7 X C1014 X AS27134,8.529322430140752
241,2019 X 7 X C1014 X AS27132,4.81777936687234
242,2019 X 7 X C1014 X AS27000,12.787310482902615
243,2019 X 7 X C1014 X AS27139,3.2176100972555055
244,2019 X 7 X C1014 X AS27137,4.9313706530552395
245,2019 X 7 X C1014 X AS27138,6.692534041918728
246,2019 X 7 X C1014 X AS27133,11.706744237801146
247,2019 X 7 X C1059 X AS21126,4.781208831503003
248,2019 X 7 X C1059 X AS27134,19.733024314118662
249,2019 X 7 X C1059 X AS27132,10.839048459342596
250,2019 X 7 X C1059 X AS27000,87.71349958568275
251,2019 X 7 X C1059 X AS27137,7.74296250100174
252,2019 X 7 X C1059 X AS27138,13.226493504841985
253,2019 X 7 X C1059 X AS27133,75.60038982283601
254,2019 X 7 X C1051 X AS21126,3.465796542669997
255,2019 X 7 X C1051 X AS27134,14.455636451612484
256,2019 X 7 X C1051 X AS27132,5.746662802181879
257,2019 X 7 X C1051 X AS27000,25.769814664136753
258,2019 X 7 X C1051 X AS27137,6.250582154283878
259,2019 X 7 X C1051 X AS27138,8.385642668395562
260,2019 X 7 X C1051 X AS27133,32.4799410970403
261,2019 X 8 X C1413 X AS21126,3.2578615440888488
262,2019 X 8 X C1413 X AS27134,10.594093168498992
263,2019 X 8 X C1413 X AS27132,5.603519896361615
264,2019 X 8 X C1413 X AS27000,13.492992582262929
265,2019 X 8 X C1413 X AS27138,6.869180048932291
266,2019 X 8 X C1413 X AS27133,23.186541822713465
267,2019 X 8 X C1054 X AS21126,6.013187660067638
268,2019 X 8 X C1054 X AS27134,14.346545353998676
269,2019 X 8 X C1054 X AS27132,9.387030446323639
270,2019 X 8 X C1054 X AS27000,79.45682029033804
271,2019 X 8 X C1054 X AS27137,25.099294649664674
272,2019 X 8 X C1054 X AS27138,51.47592298921556
273,2019 X 8 X C1054 X AS27133,73.73830599324587
274,2019 X 8 X C1014 X AS42018,4.073107121367647
275,2019 X 8 X C1014 X AS21126,2.6609541720122944
276,2019 X 8 X C1014 X AS46000,4.203073594873317
277,2019 X 8 X C1014 X AS17005,3.031989283993841
278,2019 X 8 X C1014 X AS27134,9.642820400332406
279,2019 X 8 X C1014 X AS27132,4.780353878691178
280,2019 X 8 X C1014 X AS27000,12.766494900509375
281,2019 X 8 X C1014 X AS27139,3.19723662233765
282,2019 X 8 X C1014 X AS27137,4.893945164874081
283,2019 X 8 X C1014 X AS27138,6.714344995246542
284,2019 X 8 X C1014 X AS27133,12.159338690987324
285,2019 X 8 X C1059 X AS21126,4.808432468829803
286,2019 X 8 X C1059 X AS27134,21.398357174485895
287,2019 X 8 X C1059 X AS27132,10.846856133500244
288,2019 X 8 X C1059 X AS27000,66.01580372374626
289,2019 X 8 X C1059 X AS27137,7.75077017515939
290,2019 X 8 X C1059 X AS27138,11.562965702730208
291,2019 X 8 X C1059 X AS27133,96.74142814799886
292,2019 X 8 X C1051 X AS21126,3.513119196712511
293,2019 X 8 X C1051 X AS27134,16.040434464917702
294,2019 X 8 X C1051 X AS27132,5.532963180235498
295,2019 X 8 X C1051 X AS27000,29.097044262468174
296,2019 X 8 X C1051 X AS27137,6.036882532337492
297,2019 X 8 X C1051 X AS27138,8.261610200510656
298,2019 X 8 X C1051 X AS27133,23.651075438799253
299,2019 X 8 X C1034 X AS27134,24.61595212908026
300,2019 X 8 X C1034 X AS27132,8.110372134383322
301,2019 X 8 X C1034 X AS27000,42.47101301669463
302,2019 X 8 X C1034 X AS27138,15.206890408135362
303,2019 X 8 X C1034 X AS27133,63.227532807371496
304,2019 X 8 X C1681 X AS21126,3.929927446835146
305,2019 X 8 X C1681 X AS17005,3.935899377933401
306,2019 X 8 X C1681 X AS27134,64.34931648355749
307,2019 X 8 X C1681 X AS27132,7.440809528227166
308,2019 X 8 X C1681 X AS27000,22.600547145389545
309,2019 X 8 X C1681 X AS27137,6.176811775754244
310,2019 X 8 X C1681 X AS27138,7.7739863803519835
311,2019 X 8 X C1681 X AS27133,59.09996197458332
312,2019 X 8 X C1106 X AS21126,3.7696837965891614
313,2019 X 8 X C1106 X AS27134,16.049689000196786
314,2019 X 8 X C1106 X AS27132,6.43475379758315
315,2019 X 8 X C1106 X AS27000,13.073017517322812
316,2019 X 8 X C1106 X AS27138,6.877874822223228
317,2019 X 8 X C1106 X AS27133,13.077330136641464
318,2019 X 8 X C1062 X AS21126,7.580659331282069
319,2019 X 8 X C1062 X AS27134,151.170445038337
320,2019 X 8 X C1062 X AS27132,26.22702355173849
321,2019 X 8 X C1062 X AS27000,212.0355259761095
322,2019 X 8 X C1062 X AS27139,7.412821160055267
323,2019 X 8 X C1062 X AS27137,11.458585917897654
324,2019 X 8 X C1062 X AS27138,37.93621452176181
325,2019 X 8 X C1062 X AS27133,31.500887717633823
326,2019 X 9 X C1413 X AS21126,3.2578615440888488
327,2019 X 9 X C1413 X AS27134,10.594093168498992
328,2019 X 9 X C1413 X AS27132,5.603519896361615
329,2019 X 9 X C1413 X AS27000,13.492992582262929
330,2019 X 9 X C1413 X AS27138,6.869180048932291
331,2019 X 9 X C1413 X AS27133,23.186541822713465
332,2019 X 9 X C1014 X AS42018,4.073107121367647
333,2019 X 9 X C1014 X AS21126,2.6609541720122944
334,2019 X 9 X C1014 X AS46000,4.203073594873317
335,2019 X 9 X C1014 X AS17005,3.031989283993841
336,2019 X 9 X C1014 X AS27134,9.642820400332406
337,2019 X 9 X C1014 X AS27132,4.780353878691178
338,2019 X 9 X C1014 X AS27000,12.766494900509375
339,2019 X 9 X C1014 X AS27139,3.19723662233765
340,2019 X 9 X C1014 X AS27137,4.893945164874081
341,2019 X 9 X C1014 X AS27138,6.714344995246542
342,2019 X 9 X C1014 X AS27133,12.159338690987324
343,2019 X 9 X C1059 X AS27134,21.398357174485895
344,2019 X 9 X C1059 X AS27132,10.846856133500244
345,2019 X 9 X C1059 X AS27000,66.01580372374626
346,2019 X 9 X C1059 X AS27137,7.75077017515939
347,2019 X 9 X C1059 X AS27138,11.562965702730208
348,2019 X 9 X C1059 X AS27133,96.74142814799886
349,2019 X 9 X C1051 X AS27134,16.040434464917702
350,2019 X 9 X C1051 X AS27132,5.532963180235498
351,2019 X 9 X C1051 X AS27000,29.097044262468174
352,2019 X 9 X C1051 X AS27137,6.036882532337492
353,2019 X 9 X C1051 X AS27138,8.261610200510656
354,2019 X 9 X C1051 X AS27133,23.651075438799253
355,2019 X 9 X C1106 X AS21126,3.7696837965891614
356,2019 X 9 X C1106 X AS27134,16.049689000196786
357,2019 X 9 X C1106 X AS27132,6.43475379758315
358,2019 X 9 X C1106 X AS27000,13.073017517322812
359,2019 X 9 X C1106 X AS27138,6.877874822223228
360,2019 X 9 X C1106 X AS27133,13.077330136641464
361,2019 X 9 X C1681 X AS21126,3.929927446835146
362,2019 X 9 X C1681 X AS17005,3.935899377933401
363,2019 X 9 X C1681 X AS27134,64.34931648355749
364,2019 X 9 X C1681 X AS27132,7.440809528227166
365,2019 X 9 X C1681 X AS27000,22.600547145389545
366,2019 X 9 X C1681 X AS27137,6.176811775754244
367,2019 X 9 X C1681 X AS27138,7.7739863803519835
368,2019 X 9 X C1681 X AS27133,59.09996197458332
369,2019 X 9 X C1062 X AS21126,7.580659331282069
370,2019 X 9 X C1062 X AS27134,151.170445038337
371,2019 X 9 X C1062 X AS27132,26.22702355173849
372,2019 X 9 X C1062 X AS27000,212.0355259761095
373,2019 X 9 X C1062 X AS27139,7.412821160055267
374,2019 X 9 X C1062 X AS27137,11.458585917897654
375,2019 X 9 X C1062 X AS27138,37.93621452176181
376,2019 X 9 X C1062 X AS27133,31.500887717633823
377,2019 X 9 X C1034 X AS27134,24.61595212908026
378,2019 X 9 X C1034 X AS27132,8.110372134383322
379,2019 X 9 X C1034 X AS27000,42.47101301669463
380,2019 X 9 X C1034 X AS27138,15.206890408135362
381,2019 X 9 X C1034 X AS27133,63.227532807371496
382,2019 X 9 X C1054 X AS21126,6.013187660067638
383,2019 X 9 X C1054 X AS27134,14.346545353998676
384,2019 X 9 X C1054 X AS27132,9.387030446323639
385,2019 X 9 X C1054 X AS27000,79.45682029033804
386,2019 X 9 X C1054 X AS27137,25.099294649664674
387,2019 X 9 X C1054 X AS27138,51.47592298921556
388,2019 X 9 X C1054 X AS27133,73.73830599324587
389,2019 X 7 X C4037 X AS21126,5.055798885416232
390,2019 X 7 X C4037 X AS46000,15.159448294717837
391,2019 X 7 X C4037 X AS27134,33.919411484264444
392,2019 X 7 X C4037 X AS27132,6.61949536854009
393,2019 X 7 X C4037 X AS27000,32.19766913747346
394,2019 X 7 X C4037 X AS27137,23.11673776375062
395,2019 X 7 X C4037 X AS27138,13.181192629793786
396,2019 X 7 X C4037 X AS27133,75.36096976282383
397,2019 X 8 X C4037 X AS21126,6.733574415466004
398,2019 X 8 X C4037 X AS46000,18.23559378334586
399,2019 X 8 X C4037 X AS27134,63.16430694792781
400,2019 X 8 X C4037 X AS27132,8.676749441914623
401,2019 X 8 X C4037 X AS27000,27.397169097732952
402,2019 X 8 X C4037 X AS27137,23.1112738155023
403,2019 X 8 X C4037 X AS27138,15.935806626641213
404,2019 X 8 X C4037 X AS27133,117.89366035805186
405,2019 X 9 X C4037 X AS21126,6.733574415466004
406,2019 X 9 X C4037 X AS46000,18.23559378334586
407,2019 X 9 X C4037 X AS27134,63.16430694792781
408,2019 X 9 X C4037 X AS27132,8.676749441914623
409,2019 X 9 X C4037 X AS27000,27.397169097732952
410,2019 X 9 X C4037 X AS27137,23.1112738155023
411,2019 X 9 X C4037 X AS27138,15.935806626641213
412,2019 X 9 X C4037 X AS27133,117.89366035805186
413,2019 X 7 X C1004 X AS27132,5.006421384488069
414,2019 X 7 X C1004 X AS27000,24.81984489737644
415,2019 X 7 X C1004 X AS27137,12.267693585749313
416,2019 X 7 X C1004 X AS27138,10.054512903499864
417,2019 X 7 X C1004 X AS27133,43.22421362514995
418,2019 X 8 X C1004 X AS27132,5.206670872639608
419,2019 X 8 X C1004 X AS27000,23.511441177095378
420,2019 X 8 X C1004 X AS27137,7.2425388988474175
421,2019 X 8 X C1004 X AS27138,10.474295259754363
422,2019 X 8 X C1004 X AS27133,41.38609447716841
423,2019 X 9 X C1004 X AS21126,4.577072929467093
424,2019 X 9 X C1004 X AS27134,10.373504933565346
425,2019 X 9 X C1004 X AS27132,5.206670872639608
426,2019 X 9 X C1004 X AS27000,23.511441177095378
427,2019 X 9 X C1004 X AS27137,7.2425388988474175
428,2019 X 9 X C1004 X AS27138,10.474295259754363
429,2019 X 9 X C1004 X AS27133,41.38609447716841
430,2019 X 7 X C4014 X AS21126,3.8360839275079073
431,2019 X 7 X C4014 X AS27132,4.865148142838356
432,2019 X 7 X C4014 X AS27000,56.67465230705099
433,2019 X 7 X C4014 X AS27137,5.46334344574044
434,2019 X 8 X C4014 X AS21126,3.7503439487597134
435,2019 X 8 X C4014 X AS27132,4.680151316877948
436,2019 X 8 X C4014 X AS27000,55.775265585051926
437,2019 X 8 X C4014 X AS27137,4.8641855832751855
438,2019 X 9 X C4014 X AS21126,3.7503439487597134
439,2019 X 9 X C4014 X AS27132,4.680151316877948
440,2019 X 9 X C4014 X AS27000,55.775265585051926
441,2019 X 9 X C4014 X AS27137,4.8641855832751855
442,2019 X 7 X C4061 X AS21126,2.913897088579832
443,2019 X 7 X C4061 X AS27134,6.3443309151997
444,2019 X 7 X C4061 X AS27132,3.3291451484920334
445,2019 X 7 X C4061 X AS27000,9.62498472064533
446,2019 X 7 X C4061 X AS27137,9.943950942309101
447,2019 X 7 X C4061 X AS27138,5.879872105345717
448,2019 X 7 X C4061 X AS27133,32.60034172231167
449,2019 X 7 X C4015 X AS27134,11.625965271672705
450,2019 X 7 X C4015 X AS27132,3.510749257271641
451,2019 X 7 X C4015 X AS27000,22.015993839610537
452,2019 X 7 X C4015 X AS27137,5.988549077231367
453,2019 X 7 X C4015 X AS27138,4.543994178069104
454,2019 X 7 X C4015 X AS27133,16.646545174566803
455,2019 X 7 X C4038 X AS42018,3.25090503513146
456,2019 X 7 X C4038 X AS21126,3.054597437432216
457,2019 X 7 X C4038 X AS27134,7.0997642520524495
458,2019 X 7 X C4038 X AS27132,3.831251034414194
459,2019 X 7 X C4038 X AS27000,13.24555074893525
460,2019 X 7 X C4038 X AS27139,3.3432741089869324
461,2019 X 7 X C4038 X AS27137,5.044410970942785
462,2019 X 7 X C4038 X AS27138,8.093969278064503
463,2019 X 7 X C4038 X AS27133,25.502343875868274
464,2019 X 8 X C4061 X AS21126,2.965042239792133
465,2019 X 8 X C4061 X AS27134,7.816252497744367
466,2019 X 8 X C4061 X AS27132,3.3802902997043365
467,2019 X 8 X C4061 X AS27000,9.725546203891666
468,2019 X 8 X C4061 X AS27137,4.566597921854463
469,2019 X 8 X C4061 X AS27138,4.70079668973356
470,2019 X 8 X C4061 X AS27133,48.49908139552138
471,2019 X 8 X C4015 X AS27134,12.494000526548092
472,2019 X 8 X C4015 X AS27132,3.5051241720056137
473,2019 X 8 X C4015 X AS27000,27.355786737134963
474,2019 X 8 X C4015 X AS27137,3.9546112846689
475,2019 X 8 X C4015 X AS27138,4.538369092803073
476,2019 X 8 X C4015 X AS27133,13.443360867543072
477,2019 X 8 X C4038 X AS21126,3.054597437432216
478,2019 X 8 X C4038 X AS42018,3.25090503513146
479,2019 X 8 X C4038 X AS27134,8.354700903414578
480,2019 X 8 X C4038 X AS27132,3.831251034414194
481,2019 X 8 X C4038 X AS27000,10.237757664428262
482,2019 X 8 X C4038 X AS27139,3.3432741089869324
483,2019 X 8 X C4038 X AS27137,3.8806070248660074
484,2019 X 8 X C4038 X AS27138,8.573105391210941
485,2019 X 8 X C4038 X AS27133,29.24336633749862
486,2019 X 9 X C4061 X AS21126,2.965042239792133
487,2019 X 9 X C4061 X AS27134,7.816252497744367
488,2019 X 9 X C4061 X AS27132,3.3802902997043365
489,2019 X 9 X C4061 X AS27000,9.725546203891666
490,2019 X 9 X C4061 X AS27137,4.566597921854463
491,2019 X 9 X C4061 X AS27138,4.70079668973356
492,2019 X 9 X C4061 X AS27133,48.49908139552138
493,2019 X 9 X C4015 X AS27134,12.494000526548092
494,2019 X 9 X C4015 X AS27132,3.5051241720056137
495,2019 X 9 X C4015 X AS27000,27.355786737134963
496,2019 X 9 X C4015 X AS27137,3.9546112846689
